loan_id,customer_id,loan_type,loan_amount,interest_rate,term_months,monthly_payment,remaining_balance,open_date,status,credit_score,annual_income,debt_to_income_ratio
LOAN-0228,CUST-00808,Personal,84175.38,4.83,36,2516.39,0.0,2021-04-07,Closed,723,33536.53,0.124
LOAN-0229,CUST-01211,Personal,33199.84,15.98,360,445.92,30340.96,2022-05-02,Active,658,77076.14,0.248
LOAN-0230,CUST-00549,Auto,47101.09,10.81,24,2191.13,0.0,2021-03-14,Closed,663,42240.84,0.621
LOAN-0231,CUST-00339,Student,5571.77,6.3,120,62.7,3528.79,2021-04-23,Active,667,28805.67,0.493
LOAN-0232,CUST-00307,Personal,14991.25,9.67,36,481.41,2914.97,2022-07-27,Active,735,95211.4,0.234
LOAN-0233,CUST-01142,Business,135191.22,7.13,120,1578.76,95760.45,2022-01-21,Active,772,67579.68,0.219
LOAN-0234,CUST-01443,Auto,18112.69,13.39,120,274.62,14188.27,2022-10-01,Active,660,32529.49,0.256
LOAN-0235,CUST-00196,Student,125405.09,11.21,48,3253.96,7837.82,2021-03-01,Active,616,54381.11,0.506
LOAN-0236,CUST-00522,Personal,36674.99,16.68,120,629.99,26589.37,2022-03-14,Active,850,152153.87,0.249
LOAN-0237,CUST-01112,Personal,103408.89,4.44,360,520.28,91919.01,2021-08-18,Active,707,46606.4,0.316
LOAN-0238,CUST-00513,Personal,41859.79,4.71,120,438.08,33139.0,2022-11-17,Active,729,47934.05,0.343
LOAN-0239,CUST-00211,Auto,35553.97,10.38,24,1646.88,0.0,2022-07-13,Closed,563,66275.41,0.14
LOAN-0240,CUST-01207,Auto,11977.12,4.74,24,524.06,0.0,2021-09-01,Closed,622,40480.92,0.374
LOAN-0241,CUST-00880,Student,23330.44,10.18,360,207.85,21580.66,2022-09-28,Active,814,109838.86,0.449
LOAN-0242,CUST-00483,Business,107260.92,7.14,24,4809.16,0.0,2021-07-20,Closed,649,82659.34,0.185
LOAN-0243,CUST-00350,Auto,39857.23,17.04,120,693.72,29560.78,2022-05-11,Active,755,76246.41,0.239
LOAN-0244,CUST-00522,Personal,13817.17,12.12,120,199.2,8866.02,2021-05-20,Active,850,152153.87,0.249
LOAN-0245,CUST-00397,Auto,113383.98,3.76,36,3335.46,15747.77,2022-05-05,Active,651,38885.66,0.231
LOAN-0246,CUST-00156,Student,42112.8,11.48,120,591.61,32637.42,2022-09-18,Active,768,56336.43,0.599
LOAN-0247,CUST-00668,Personal,18889.78,17.83,24,941.5,0.0,2021-05-13,Closed,609,72598.8,0.386
LOAN-0248,CUST-00202,Personal,28368.76,12.84,36,953.67,0.0,2021-04-02,Closed,657,42728.8,0.246
LOAN-0249,CUST-00702,Student,124593.26,15.25,12,11260.28,0.0,2021-10-11,Closed,842,43199.75,0.421
LOAN-0250,CUST-01457,Business,48540.15,3.51,12,4122.33,0.0,2021-07-17,Closed,487,50096.31,0.392
LOAN-0251,CUST-00307,Auto,16558.65,7.07,60,328.43,4415.64,2021-04-01,Active,735,95211.4,0.234
LOAN-0252,CUST-00435,Student,14993.16,7.77,48,364.41,3435.93,2021-11-11,Active,685,41858.16,0.382
LOAN-0253,CUST-00379,Personal,34506.03,12.37,120,502.47,21278.72,2021-02-09,Active,700,37486.14,0.644
LOAN-0254,CUST-01243,Mortgage,231181.56,12.8,60,5236.45,80913.55,2021-09-20,Active,738,189801.17,0.22
LOAN-0255,CUST-01066,Student,58362.27,11.94,48,1535.18,27965.25,2022-11-20,Active,665,20000.0,0.563
LOAN-0256,CUST-00317,Auto,36158.03,17.25,120,634.16,25913.25,2022-02-12,Active,561,108157.82,0.625
LOAN-0257,CUST-00655,Auto,7143.51,6.99,36,220.54,4643.28,2022-10-17,Defaulted,525,53623.3,0.678
LOAN-0258,CUST-00240,Business,62377.17,10.54,24,2893.96,0.0,2022-02-05,Closed,788,66857.12,0.171
LOAN-0259,CUST-00827,Student,42883.17,16.28,48,1221.48,27874.06,2021-06-28,Defaulted,507,39677.8,0.278
LOAN-0260,CUST-00363,Mortgage,85133.58,5.14,48,1965.97,31925.09,2022-06-15,Active,758,94499.78,0.303
LOAN-0261,CUST-01426,Mortgage,50816.73,10.07,24,2346.58,0.0,2022-04-11,Closed,754,48020.71,0.272
LOAN-0262,CUST-00740,Student,13334.38,13.43,360,152.0,12260.22,2022-07-25,Active,684,33345.53,0.162
LOAN-0263,CUST-00760,Mortgage,93051.96,17.44,12,8506.22,0.0,2022-02-10,Closed,573,209482.94,0.205
LOAN-0264,CUST-01453,Auto,24389.93,4.6,48,557.27,1016.25,2021-02-12,Active,640,43976.07,0.017
LOAN-0265,CUST-01489,Business,8601.06,5.76,36,260.73,1911.35,2022-08-20,Active,773,40248.32,0.268
LOAN-0266,CUST-00883,Auto,83369.34,5.3,120,896.54,54190.07,2022-11-02,Defaulted,585,56061.76,0.365
LOAN-0267,CUST-00593,Business,16442.0,11.72,48,430.72,4110.5,2021-12-29,Active,770,61875.05,0.128
LOAN-0268,CUST-00459,Student,34511.18,17.95,24,1722.11,0.0,2021-07-12,Closed,809,25368.31,0.276
LOAN-0269,CUST-01209,Personal,38774.14,4.5,36,1153.41,0.0,2021-12-16,Closed,594,119984.71,0.291
LOAN-0270,CUST-00669,Student,65427.45,15.34,360,845.11,57430.76,2021-04-15,Active,705,20000.0,0.279
LOAN-0271,CUST-00330,Personal,5907.37,14.66,12,532.24,0.0,2022-09-06,Closed,646,71862.81,0.098
LOAN-0272,CUST-00212,Business,32091.72,13.35,120,485.81,20859.62,2022-01-19,Defaulted,749,114936.75,0.554
LOAN-0273,CUST-00030,Student,70121.83,8.89,60,1451.87,26880.03,2021-11-11,Active,558,63042.92,0.438
LOAN-0274,CUST-01458,Student,14666.13,9.86,24,675.82,0.0,2021-09-04,Closed,724,20000.0,0.103
LOAN-0275,CUST-00830,Auto,8789.45,15.96,24,430.19,0.0,2021-11-28,Closed,688,62662.92,0.512
LOAN-0276,CUST-00095,Auto,111683.58,15.63,36,3906.09,24818.57,2022-08-08,Active,724,67458.88,0.495
LOAN-0277,CUST-01357,Student,103830.04,13.37,48,2804.61,45425.64,2022-09-13,Active,726,50770.33,0.324
LOAN-0278,CUST-00997,Mortgage,63396.13,7.24,360,432.04,58641.42,2022-09-12,Active,799,79576.69,0.121
LOAN-0279,CUST-01373,Business,13891.57,5.69,60,266.57,4630.52,2021-08-20,Active,726,38814.85,0.149
LOAN-0280,CUST-00451,Auto,50588.13,8.23,48,1240.47,8431.35,2021-08-19,Active,725,57740.49,0.268
LOAN-0281,CUST-00632,Personal,154714.07,4.74,36,4618.88,0.0,2021-11-16,Closed,679,47612.76,0.348
LOAN-0282,CUST-00798,Mortgage,55715.26,13.03,12,4977.12,0.0,2022-01-28,Closed,750,28717.89,0.268
LOAN-0283,CUST-01408,Student,24710.14,10.99,36,808.86,686.39,2022-01-14,Active,850,61042.66,0.531
LOAN-0284,CUST-00473,Business,13134.86,13.52,360,150.66,11711.92,2021-09-01,Active,769,34175.75,0.218
LOAN-0285,CUST-00876,Personal,14114.37,4.65,12,1206.03,0.0,2021-12-31,Closed,738,55495.36,0.164
LOAN-0286,CUST-01308,Mortgage,43030.67,11.93,60,955.67,19363.8,2022-03-16,Active,652,44419.01,0.369
LOAN-0287,CUST-01001,Student,55327.27,3.67,36,1625.37,0.0,2021-08-29,Closed,739,59832.4,0.272
LOAN-0288,CUST-00871,Auto,59809.19,18.05,36,2163.75,6645.47,2022-04-06,Active,810,30387.73,0.272
LOAN-0289,CUST-01244,Mortgage,31525.71,5.84,60,607.14,14712.0,2022-04-14,Active,568,201672.28,0.355
LOAN-0290,CUST-01018,Student,28542.68,14.61,48,788.73,7135.67,2021-12-09,Active,762,156298.22,0.295
LOAN-0291,CUST-01135,Business,4222.17,18.02,120,76.13,2814.78,2021-08-24,Active,482,155076.99,0.279
LOAN-0292,CUST-00119,Auto,39194.05,5.12,36,1176.79,5443.62,2022-05-20,Active,741,46650.58,0.238
LOAN-0293,CUST-00480,Student,16503.65,10.11,120,219.1,10177.25,2021-02-02,Active,811,40834.24,0.114
LOAN-0294,CUST-00449,Personal,128035.91,16.15,36,4510.85,14226.21,2022-04-07,Active,730,77396.27,0.452
LOAN-0295,CUST-00838,Business,66180.92,15.58,120,1091.36,43017.6,2021-12-06,Defaulted,633,122457.32,0.44
LOAN-0296,CUST-00816,Personal,23711.49,5.12,360,129.03,21998.99,2022-10-31,Active,699,40754.52,0.317
LOAN-0297,CUST-01008,Mortgage,15464.92,16.25,60,378.13,3866.23,2021-03-24,Active,711,56318.29,0.515
LOAN-0298,CUST-00207,Student,35255.59,18.11,360,534.5,31240.37,2021-07-19,Active,561,153497.52,0.094
LOAN-0299,CUST-00245,Personal,62384.3,4.71,360,323.92,55626.0,2021-09-23,Active,764,25342.68,0.418
LOAN-0300,CUST-00768,Business,35895.64,13.92,60,833.74,16153.04,2022-03-12,Active,694,66867.26,0.234
LOAN-0301,CUST-00897,Business,37984.37,11.86,60,842.26,20891.4,2022-09-11,Active,597,74742.27,0.216
LOAN-0302,CUST-00628,Student,6928.04,17.82,60,175.25,2540.28,2021-10-02,Active,728,60298.09,0.511
LOAN-0303,CUST-01193,Student,100818.57,7.76,36,3148.14,28005.16,2022-10-10,Active,850,42950.68,0.095
LOAN-0304,CUST-00164,Personal,61701.83,14.72,48,1708.46,40106.19,2021-09-11,Defaulted,657,122309.03,0.381
LOAN-0305,CUST-00694,Personal,44668.35,9.48,48,1121.78,29034.43,2022-04-29,Defaulted,587,46499.13,0.213
LOAN-0306,CUST-00401,Personal,27537.12,12.29,360,289.41,25548.33,2022-10-24,Active,708,82463.79,0.282
LOAN-0307,CUST-00890,Personal,73068.52,17.55,36,2625.14,0.0,2021-10-23,Closed,549,86661.19,0.064
LOAN-0308,CUST-01282,Mortgage,65996.41,9.82,120,865.58,48397.37,2022-04-21,Active,539,86826.19,0.113
LOAN-0309,CUST-00654,Business,34705.2,12.8,60,786.1,9254.72,2021-04-15,Active,782,109442.96,0.488
LOAN-0310,CUST-01250,Personal,36185.72,3.8,120,362.93,23219.17,2021-05-24,Late,617,75872.69,0.508
LOAN-0311,CUST-00856,Mortgage,93224.2,5.05,48,2149.0,33016.9,2022-05-03,Active,675,50892.65,0.062
LOAN-0312,CUST-00240,Auto,8372.46,17.87,36,302.14,697.71,2022-03-04,Active,788,66857.12,0.171
LOAN-0313,CUST-00265,Mortgage,17227.46,10.33,360,155.4,15217.59,2021-06-05,Active,772,68261.62,0.325
LOAN-0314,CUST-00980,Auto,77974.48,17.83,360,1164.33,70393.63,2022-01-12,Active,811,64005.87,0.274
LOAN-0315,CUST-00575,Personal,16359.18,3.53,24,706.98,0.0,2022-06-26,Closed,575,24831.07,0.398
LOAN-0316,CUST-00108,Student,23280.15,4.56,48,531.5,9700.06,2022-08-22,Active,803,38216.86,0.165
LOAN-0317,CUST-01091,Auto,7511.1,16.3,360,102.83,6634.81,2021-06-25,Active,645,20137.04,0.117
LOAN-0318,CUST-01003,Business,70174.84,7.74,12,6095.97,0.0,2022-10-12,Closed,631,133317.52,0.481
LOAN-0319,CUST-00989,Student,32045.87,4.43,24,1397.73,0.0,2021-05-26,Closed,640,44761.01,0.382
LOAN-0320,CUST-00860,Personal,62129.82,13.29,360,701.39,54363.59,2021-03-25,Active,654,35484.41,0.173
LOAN-0321,CUST-00339,Student,18522.71,15.56,360,242.52,16310.28,2021-05-11,Active,667,28805.67,0.493
LOAN-0322,CUST-01389,Personal,66601.2,9.63,48,1677.37,43290.78,2021-10-08,Defaulted,586,72274.31,0.463
LOAN-0323,CUST-00276,Student,45785.51,7.73,36,1429.06,0.0,2021-07-04,Closed,691,55704.08,0.353
LOAN-0324,CUST-00821,Auto,47353.16,4.21,24,2060.74,0.0,2021-06-28,Closed,688,31303.67,0.164
LOAN-0325,CUST-00940,Student,31507.19,14.17,48,863.67,11815.2,2022-06-08,Active,537,36626.33,0.463
LOAN-0326,CUST-00801,Business,160688.4,16.01,120,2692.74,121855.37,2022-07-26,Active,550,76970.57,0.093
LOAN-0327,CUST-00197,Personal,34121.9,9.59,24,1568.1,0.0,2022-04-18,Closed,682,77736.8,0.515
LOAN-0328,CUST-00249,Business,24413.49,5.23,12,2092.55,0.0,2021-10-23,Closed,850,75582.46,0.156
LOAN-0329,CUST-00052,Business,37060.44,12.84,360,405.33,24089.29,2021-09-07,Defaulted,622,86411.92,0.233
LOAN-0330,CUST-00961,Personal,48980.37,17.56,60,1232.09,26939.2,2022-09-08,Active,850,52606.73,0.062
LOAN-0331,CUST-00705,Student,133152.53,5.6,60,2549.52,31068.92,2021-02-12,Active,580,50115.53,0.307
LOAN-0332,CUST-01078,Auto,38218.68,10.66,36,1245.09,0.0,2021-04-20,Closed,535,267699.88,0.433
LOAN-0333,CUST-00389,Personal,47936.96,14.57,60,1129.63,13582.14,2021-05-03,Active,769,51449.9,0.385
LOAN-0334,CUST-00612,Auto,57311.38,7.65,12,4976.16,0.0,2022-11-25,Closed,702,30437.3,0.493
LOAN-0335,CUST-00865,Auto,26417.74,4.49,60,492.39,14089.46,2022-08-09,Active,762,33864.45,0.338
LOAN-0336,CUST-00589,Mortgage,36100.59,10.73,48,928.31,8273.05,2021-11-09,Active,665,112771.75,0.555
LOAN-0337,CUST-00863,Student,28278.34,11.18,120,392.42,20266.14,2022-02-27,Active,675,39741.76,0.477
LOAN-0338,CUST-00111,Personal,30917.5,5.61,360,177.69,27052.81,2021-03-17,Active,734,24433.83,0.51
LOAN-0339,CUST-00682,Business,89681.29,10.09,24,4142.06,0.0,2022-05-24,Closed,602,54292.71,0.228
LOAN-0340,CUST-00031,Auto,28555.54,6.04,12,2458.2,0.0,2021-12-06,Closed,751,55922.79,0.193
LOAN-0341,CUST-00440,Personal,8709.22,5.26,24,383.1,0.0,2021-05-04,Closed,714,112508.44,0.309
LOAN-0342,CUST-00053,Auto,8101.78,9.14,60,168.73,2430.53,2021-06-11,Active,807,83919.45,0.237
LOAN-0343,CUST-00648,Personal,14464.08,6.97,360,95.94,12856.96,2021-08-31,Active,645,116169.15,0.179
LOAN-0344,CUST-00789,Personal,77663.86,4.53,12,6631.89,0.0,2022-09-16,Closed,592,45329.74,0.261
LOAN-0345,CUST-00085,Personal,40056.7,14.39,24,1930.63,0.0,2022-10-23,Closed,693,65732.65,0.248
LOAN-0346,CUST-01180,Personal,99519.39,15.94,24,4869.93,0.0,2022-09-04,Closed,776,48418.53,0.322
LOAN-0347,CUST-00144,Business,65546.96,7.96,12,5700.61,0.0,2021-03-10,Closed,748,52757.91,0.355
LOAN-0348,CUST-00998,Mortgage,25868.56,7.7,36,807.05,0.0,2021-04-05,Closed,721,48374.64,0.214
LOAN-0349,CUST-00022,Student,35677.48,15.96,24,1746.2,0.0,2021-03-29,Closed,685,96806.96,0.38
LOAN-0350,CUST-00127,Business,468810.81,3.86,12,39889.21,0.0,2022-03-28,Closed,711,78499.55,0.692
LOAN-0351,CUST-01079,Student,30340.91,9.03,120,384.84,23261.36,2022-08-10,Active,764,29974.1,0.221
LOAN-0352,CUST-00155,Business,34170.61,16.84,60,846.29,12529.22,2021-10-25,Active,752,35836.87,0.13
LOAN-0353,CUST-00781,Student,39407.83,3.82,120,395.62,26928.68,2021-10-06,Active,731,37469.27,0.244
LOAN-0354,CUST-01400,Personal,134879.07,5.76,24,5963.35,0.0,2022-01-20,Closed,575,37756.05,0.438
LOAN-0355,CUST-00387,Mortgage,52692.13,4.29,60,977.32,23711.46,2022-03-04,Active,760,32760.49,0.479
LOAN-0356,CUST-01291,Mortgage,31568.78,7.75,36,985.61,0.0,2021-12-20,Closed,638,105714.36,0.312
LOAN-0357,CUST-00354,Student,25381.81,8.26,60,517.82,16498.18,2021-02-12,Defaulted,607,46011.17,0.464
LOAN-0358,CUST-01065,Business,206772.53,4.21,36,6124.08,40205.77,2022-07-03,Active,850,96639.91,0.347
LOAN-0359,CUST-00185,Student,34884.84,12.1,48,920.37,1453.53,2021-02-08,Active,709,25711.11,0.476
LOAN-0360,CUST-00424,Personal,22301.31,4.01,36,658.52,0.0,2021-06-18,Closed,761,51359.96,0.483
LOAN-0361,CUST-00422,Personal,31827.24,11.27,48,826.77,20687.71,2022-01-26,Defaulted,635,99058.38,0.369
LOAN-0362,CUST-01321,Business,8406.88,13.93,60,195.31,3362.75,2021-12-23,Active,703,86247.71,0.558
LOAN-0363,CUST-00858,Business,4943.06,8.12,60,100.51,3212.99,2021-04-01,Defaulted,619,46814.33,0.65
LOAN-0364,CUST-00855,Student,105163.21,8.95,24,4801.94,0.0,2022-08-05,Closed,575,158725.83,0.366
LOAN-0365,CUST-01347,Personal,38295.71,9.04,120,485.94,27445.26,2022-02-05,Active,712,81094.97,0.22
LOAN-0366,CUST-00559,Business,71525.04,15.21,12,6462.82,0.0,2021-02-16,Closed,637,70911.43,0.506
LOAN-0367,CUST-00487,Auto,68278.69,16.76,48,1961.72,7112.36,2021-05-11,Active,569,171318.64,0.323
LOAN-0368,CUST-00528,Business,29627.64,10.68,12,2614.12,0.0,2021-10-03,Closed,652,54136.68,0.562
LOAN-0369,CUST-01036,Business,55534.89,6.64,48,1320.6,4627.91,2021-04-01,Active,579,74034.28,0.682
LOAN-0370,CUST-00957,Auto,29381.03,12.61,60,662.66,12242.1,2022-01-14,Active,638,27529.15,0.472
LOAN-0371,CUST-01249,Personal,11183.84,9.38,60,234.23,3355.15,2021-06-28,Active,604,27898.25,0.011
LOAN-0372,CUST-00204,Auto,94417.16,15.1,60,2251.14,31472.39,2021-08-18,Active,664,28232.15,0.329
LOAN-0373,CUST-01026,Personal,51965.41,16.69,24,2561.55,0.0,2022-07-27,Closed,628,148422.04,0.309
LOAN-0374,CUST-00494,Personal,56908.16,6.05,24,2523.49,0.0,2021-04-08,Closed,734,62553.58,0.193
LOAN-0375,CUST-00557,Business,59418.64,16.58,24,2925.81,0.0,2022-06-09,Closed,794,95007.17,0.429
LOAN-0376,CUST-00659,Personal,32496.34,14.3,36,1115.39,0.0,2021-11-18,Closed,655,63143.92,0.388
LOAN-0377,CUST-01213,Student,26189.82,6.91,48,626.05,3273.73,2021-06-22,Active,689,45877.0,0.44
LOAN-0378,CUST-00189,Mortgage,29024.0,5.76,60,557.88,10158.4,2021-09-09,Active,835,30782.37,0.368
LOAN-0379,CUST-00480,Auto,72725.19,18.42,24,3645.52,0.0,2022-09-30,Closed,811,40834.24,0.114
LOAN-0380,CUST-01354,Mortgage,31907.81,12.76,120,471.91,20208.28,2021-04-02,Active,671,77810.88,0.335
LOAN-0381,CUST-00497,Mortgage,61994.81,5.6,48,1444.61,23248.05,2022-06-04,Active,715,111918.14,0.1
LOAN-0382,CUST-00484,Student,42276.78,17.03,24,2090.87,0.0,2021-04-29,Closed,530,99163.31,0.653
LOAN-0383,CUST-00831,Business,21179.01,15.05,24,1027.4,0.0,2022-02-02,Closed,576,129829.39,0.135
LOAN-0384,CUST-00765,Mortgage,86409.44,14.49,360,1057.44,76328.34,2021-06-08,Active,748,32310.85,0.239
LOAN-0385,CUST-00644,Personal,11929.72,9.06,60,247.99,3380.09,2021-05-01,Active,850,43129.84,0.371
LOAN-0386,CUST-00761,Personal,59372.66,8.72,36,1880.31,0.0,2021-08-06,Closed,750,119358.41,0.371
LOAN-0387,CUST-00122,Mortgage,19316.36,3.76,120,193.37,13682.42,2022-01-29,Active,645,54025.99,0.498
LOAN-0388,CUST-00487,Business,15004.71,9.99,60,318.73,6251.96,2022-01-26,Active,569,171318.64,0.323
LOAN-0389,CUST-00010,Personal,45952.99,6.57,12,3967.06,0.0,2021-11-17,Closed,772,71839.87,0.264
LOAN-0390,CUST-01288,Personal,102456.98,12.58,24,4850.8,0.0,2022-05-01,Closed,661,159965.83,0.027
LOAN-0391,CUST-01038,Personal,26462.2,3.7,36,777.74,0.0,2021-07-26,Closed,727,62983.64,0.276
LOAN-0392,CUST-00337,Student,37282.33,12.85,48,997.42,11650.73,2022-03-14,Active,686,89493.41,0.169
LOAN-0393,CUST-00653,Auto,101309.6,3.8,36,2982.06,22513.24,2022-08-04,Active,753,106475.6,0.524
LOAN-0394,CUST-01190,Mortgage,54627.35,13.43,120,829.56,41425.74,2022-07-27,Active,755,34878.7,0.494
LOAN-0395,CUST-01112,Mortgage,85768.14,13.03,24,4078.78,0.0,2021-04-13,Closed,707,46606.4,0.316
LOAN-0396,CUST-00606,Business,19246.0,12.17,24,907.5,0.0,2021-08-23,Closed,850,152902.85,0.75
LOAN-0397,CUST-00288,Mortgage,20219.36,15.89,60,490.51,5391.83,2021-04-13,Active,718,114144.28,0.261
LOAN-0398,CUST-00263,Auto,33746.52,8.64,360,262.84,31403.01,2022-11-29,Active,590,24612.98,0.143
LOAN-0399,CUST-01003,Personal,295897.95,10.31,24,13696.57,0.0,2021-08-02,Closed,631,133317.52,0.481
LOAN-0400,CUST-01290,Student,11347.81,16.63,120,194.57,7376.08,2021-06-14,Active,778,60036.07,0.571
LOAN-0401,CUST-01300,Student,16566.89,18.25,12,1520.82,0.0,2022-03-13,Closed,617,64289.54,0.574
LOAN-0402,CUST-00804,Auto,53352.38,5.15,24,2344.23,0.0,2021-06-23,Closed,661,41723.54,0.128
LOAN-0403,CUST-01102,Business,15180.41,10.44,120,204.33,9867.27,2022-03-03,Defaulted,686,178260.01,0.252
LOAN-0404,CUST-01114,Mortgage,37984.71,4.87,60,714.56,10762.33,2021-05-16,Active,712,68390.63,0.536
LOAN-0405,CUST-00019,Student,18668.73,15.94,120,312.03,12756.97,2021-10-30,Active,661,77867.56,0.272
LOAN-0406,CUST-01373,Auto,89644.91,9.81,48,2265.46,20543.63,2021-11-29,Active,726,38814.85,0.149
LOAN-0407,CUST-01077,Mortgage,114503.03,4.38,24,4991.67,0.0,2022-03-19,Closed,702,158440.68,0.7
LOAN-0408,CUST-00311,Student,106267.13,4.08,120,1079.95,76158.11,2022-02-08,Active,770,54842.62,0.222
LOAN-0409,CUST-01251,Mortgage,28932.36,13.07,360,321.63,18806.03,2022-02-24,Defaulted,660,24352.18,0.299
LOAN-0410,CUST-00523,Student,50955.27,10.13,48,1295.54,4246.27,2021-04-17,Active,647,28704.27,0.391
LOAN-0411,CUST-01255,Auto,29246.17,14.96,120,471.13,19984.88,2021-10-29,Active,737,65793.44,0.22
LOAN-0412,CUST-00003,Mortgage,7268.48,8.65,60,149.65,3028.53,2022-01-14,Active,593,43947.1,0.446
LOAN-0413,CUST-00493,Personal,106447.51,12.35,60,2386.74,42579.0,2021-12-04,Active,602,89020.72,0.506
LOAN-0414,CUST-01322,Personal,95219.34,12.38,24,4499.22,0.0,2021-10-03,Closed,735,110111.26,0.395
LOAN-0415,CUST-01069,Personal,61640.26,4.41,360,309.03,57017.24,2022-09-17,Active,762,52381.41,0.504
LOAN-0416,CUST-01058,Student,39347.7,15.39,12,3558.7,0.0,2022-03-06,Closed,668,58886.14,0.391
LOAN-0417,CUST-00906,Student,112368.78,14.06,360,1336.76,104565.39,2022-11-20,Active,649,76055.42,0.363
LOAN-0418,CUST-01063,Personal,32434.17,14.98,12,2927.15,0.0,2022-01-04,Closed,684,51346.69,0.344
LOAN-0419,CUST-00258,Business,129598.74,5.24,48,2998.68,43199.58,2022-04-16,Active,701,79431.42,0.319
LOAN-0420,CUST-00090,Business,83520.35,4.59,24,3648.84,0.0,2021-04-09,Closed,771,118899.02,0.38
LOAN-0421,CUST-01139,Business,85081.55,13.25,60,1946.77,31196.57,2021-10-08,Active,743,54084.23,0.199
LOAN-0422,CUST-00669,Business,17788.6,12.79,60,402.84,10080.21,2022-10-07,Active,705,20000.0,0.279
LOAN-0423,CUST-00360,Auto,60511.49,17.98,12,5547.12,0.0,2021-08-14,Closed,601,52747.92,0.341
LOAN-0424,CUST-00309,Student,35536.95,3.64,360,162.37,31193.54,2021-04-26,Active,686,42429.34,0.584
LOAN-0425,CUST-01076,Business,82024.5,14.84,12,7397.2,0.0,2022-02-17,Closed,631,80356.95,0.155
LOAN-0426,CUST-00682,Auto,9326.44,14.24,360,112.28,8238.36,2021-06-14,Active,602,54292.71,0.228
LOAN-0427,CUST-01299,Business,61208.76,16.75,60,1512.98,24483.5,2021-12-15,Active,765,41482.92,0.507
LOAN-0428,CUST-00310,Business,20771.1,12.26,48,549.64,2596.39,2021-06-16,Active,660,111198.62,0.246
LOAN-0429,CUST-01121,Auto,29269.73,11.53,360,290.53,26911.89,2022-07-12,Active,662,38646.29,0.311
LOAN-0430,CUST-00803,Personal,27030.76,15.61,36,945.12,8259.4,2022-11-13,Active,616,37480.86,0.092
LOAN-0431,CUST-01061,Auto,127297.54,3.92,360,601.88,82743.4,2021-08-23,Defaulted,560,75047.06,0.25
LOAN-0432,CUST-00117,Personal,39614.52,3.69,120,395.27,25089.2,2021-04-12,Active,732,78814.77,0.117
LOAN-0433,CUST-01249,Business,15395.77,11.1,24,718.28,0.0,2022-01-11,Closed,604,27898.25,0.011
LOAN-0434,CUST-00611,Business,103513.04,13.54,120,1578.7,73321.74,2022-01-15,Active,581,35243.24,0.447
LOAN-0435,CUST-00695,Mortgage,136103.93,11.38,48,3542.85,88467.55,2021-07-16,Defaulted,660,65313.18,0.402
LOAN-0436,CUST-00537,Mortgage,164754.44,13.5,360,1887.12,146448.39,2021-08-07,Active,742,58820.5,0.44
LOAN-0437,CUST-00389,Student,13661.14,3.61,48,306.08,1707.64,2021-06-10,Active,769,51449.9,0.385
LOAN-0438,CUST-00809,Student,49777.77,15.15,12,4496.38,0.0,2021-04-02,Closed,505,20000.0,0.283
LOAN-0439,CUST-01352,Business,9342.86,8.75,48,231.39,3503.57,2022-06-05,Active,719,51481.72,0.331
LOAN-0440,CUST-01360,Mortgage,9594.86,3.89,360,45.2,8422.15,2021-04-09,Active,680,70889.07,0.434
LOAN-0441,CUST-00717,Auto,46127.93,6.99,48,1104.38,6726.99,2021-07-07,Active,628,91361.89,0.184
LOAN-0442,CUST-00032,Auto,22715.02,9.45,60,476.5,11357.51,2022-06-15,Active,748,45155.58,0.434
LOAN-0443,CUST-01157,Auto,126943.42,7.12,60,2520.83,46545.92,2021-10-22,Active,625,45621.39,0.53
LOAN-0444,CUST-01339,Personal,24148.17,18.35,60,617.81,12074.08,2022-06-27,Late,638,89597.0,0.569
LOAN-0445,CUST-00874,Student,33882.17,7.9,36,1060.18,0.0,2021-03-17,Closed,609,87875.19,0.527
LOAN-0446,CUST-00253,Business,71308.22,6.93,12,6167.77,0.0,2022-05-23,Closed,801,42860.16,0.264
LOAN-0447,CUST-01500,Mortgage,29615.48,9.55,12,2597.48,0.0,2022-10-14,Closed,850,142760.95,0.343
LOAN-0448,CUST-01189,Business,42097.28,8.65,360,328.18,38939.98,2022-09-21,Active,606,56124.11,0.317
LOAN-0449,CUST-00018,Personal,58568.86,16.91,36,2085.52,0.0,2021-11-10,Closed,588,23850.79,0.174
LOAN-0450,CUST-01022,Mortgage,173347.27,15.12,360,2208.52,112675.73,2021-09-14,Defaulted,550,25275.9,0.254
LOAN-0451,CUST-01139,Student,34287.83,16.8,24,1691.97,0.0,2021-07-19,Closed,743,54084.23,0.199
LOAN-0452,CUST-01174,Student,26780.87,7.61,12,2324.8,0.0,2021-02-08,Closed,740,67205.11,0.437
LOAN-0453,CUST-00529,Auto,12468.97,10.32,60,266.9,6857.93,2022-09-23,Active,639,61584.09,0.169
LOAN-0454,CUST-00709,Mortgage,55592.73,9.2,36,1773.01,0.0,2021-02-18,Closed,572,29754.15,0.25
LOAN-0455,CUST-00505,Auto,73234.73,13.45,36,2483.47,0.0,2021-02-03,Closed,638,55528.54,0.275
LOAN-0456,CUST-00491,Auto,41256.83,9.0,360,331.96,38391.77,2022-11-16,Active,791,40468.48,0.397
